ticker,asset_type,security_type,accounting_profile,issuer_name,cnpj,cvm_code,sector,industry,status
FHER3,stock,stock,non_financial,FERTILIZANTES HERINGER S.A.,22266175000188,20621,Process Industries,Fertilizantes e Defensivos,active
FHER3F,stock,stock,non_financial,FERTILIZANTES HERINGER S.A.,22266175000188,20621,Process Industries,,active
FICT3,stock,stock,non_financial,FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,00359742000108,15423,Commercial Services,Outros,active
FICT3F,stock,stock,non_financial,FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,00359742000108,15423,Commercial Services,,active
FIEI3,stock,stock,non_financial,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,07820907000146,20630,Finance,Incorporações,active
FIGE4F,stock,stock,non_financial,INVESTIMENTOS BEMGE S.A.,01548981000179,6041,Finance,,active
FIQE3,stock,stock,non_financial,UNIFIQUE TELECOMUNICAÇÕES S.A.,02255187000108,26050,Communications,Telecomunicações,active
FIQE3F,stock,stock,non_financial,UNIFIQUE TELECOMUNICAÇÕES S.A.,02255187000108,26050,Communications,,active
FLRY3,stock,stock,non_financial,FLEURY SA,60840055000131,21881,Health Services,Serviços Médicos Hospitalares,active
FLRY3F,stock,stock,non_financial,FLEURY SA,60840055000131,21881,Health Services,,active
FRAS3,stock,stock,non_financial,FRASLE MOBILITY S.A.,88610126000129,6211,Producer Manufacturing,Material Rodoviário,active
FRAS3F,stock,stock,non_financial,FRASLE MOBILITY S.A.,88610126000129,6211,Producer Manufacturing,,active
FRIO3F,stock,stock,non_financial,METALFRIO SOLUTIONS S/A,04821041000108,20613,Producer Manufacturing,,active
GEPA3,stock,stock,non_financial,RIO PARANAPANEMA ENERGIA SA,02998301000181,18368,Utilities,Energia Elétrica,active
GEPA3F,stock,stock,non_financial,RIO PARANAPANEMA ENERGIA SA,02998301000181,18368,Utilities,,active
GEPA4,stock,stock,non_financial,RIO PARANAPANEMA ENERGIA SA,02998301000181,18368,Utilities,,active
GEPA4F,stock,stock,non_financial,RIO PARANAPANEMA ENERGIA SA,02998301000181,18368,Utilities,,active
GFSA3,stock,stock,non_financial,GAFISA SA,01545826000107,16101,Finance,Incorporações,active
GFSA3F,stock,stock,non_financial,GAFISA SA,01545826000107,16101,Finance,,active
GGBR3,stock,stock,non_financial,GERDAU S.A.,33611500000119,3980,Non-Energy Minerals,Siderurgia,active
GGBR3F,stock,stock,non_financial,GERDAU S.A.,33611500000119,3980,Non-Energy Minerals,,active
GGBR4,stock,stock,non_financial,GERDAU S.A.,33611500000119,3980,Non-Energy Minerals,Siderurgia,active
GGBR4F,stock,stock,non_financial,GERDAU S.A.,33611500000119,3980,Non-Energy Minerals,,active
GGPS3,stock,stock,non_financial,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A,09229201000130,25712,Commercial Services,Serviços Diversos,active
GMAT3,stock,stock,non_financial,GRUPO MATEUS S.A.,24990777000109,25186,Retail Trade,Alimentos,active
GMAT3F,stock,stock,non_financial,GRUPO MATEUS S.A.,24990777000109,25186,Retail Trade,,active
GOAU3,stock,stock,non_financial,METALURGICA GERDAU SA,92690783000109,8656,Non-Energy Minerals,Siderurgia,active
GOAU3F,stock,stock,non_financial,METALURGICA GERDAU SA,92690783000109,8656,Non-Energy Minerals,,active
GOAU4,stock,stock,non_financial,METALURGICA GERDAU SA,92690783000109,8656,Non-Energy Minerals,Siderurgia,active
GOAU4F,stock,stock,non_financial,METALURGICA GERDAU SA,92690783000109,8656,Non-Energy Minerals,,active
GRND3,stock,stock,non_financial,GRENDENE SA,89850341000160,19615,Consumer Non-Durables,Calçados,active
GRND3F,stock,stock,non_financial,GRENDENE SA,89850341000160,19615,Consumer Non-Durables,,active
GSHP3,stock,stock,non_financial,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,08764621000153,21008,Finance,Exploração de Imóveis,active
HAGA3,stock,stock,non_financial,HAGA S.A. INDÚSTRIA E COMÉRCIO,30540991000166,13366,Consumer Durables,Produtos para Construção,active
HAPV3,stock,stock,non_financial,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,05197443000138,24392,Health Services,Serviços Médicos Hospitalares,active
HBOR3,stock,stock,non_financial,HELBOR EMPREENDIMENTOS S/A,49263189000102,20877,Consumer Durables,Incorporações,active
HBOR3F,stock,stock,non_financial,HELBOR EMPREENDIMENTOS S/A,49263189000102,20877,Consumer Durables,,active
HBRE3,stock,stock,non_financial,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,14785152000151,25402,Finance,Exploração de Imóveis,active
HBSA3,stock,stock,non_financial,HIDROVIAS DO BRASIL S.A.,12648327000153,22675,Transportation,Transporte Hidroviário,active
HBSA3F,stock,stock,non_financial,HIDROVIAS DO BRASIL S.A.,12648327000153,22675,Transportation,,active
HETA4F,stock,stock,non_financial,HERCULES S/A - FABRICA DE TALHERES,92749225000163,6629,Consumer Durables,,active
HOOT4,stock,stock,non_financial,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,33200049000147,6700,Consumer Services,,active
HOOT4F,stock,stock,non_financial,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,33200049000147,6700,Consumer Services,,active
HYPE3,stock,stock,non_financial,HYPERA S/A,02932074000191,21431,Health Technology,Medicamentos e Outros Produtos,active
HYPE3F,stock,stock,non_financial,HYPERA S/A,02932074000191,21431,Health Technology,,active
IFCM3,stock,stock,non_financial,INFRACOMMERCE CXAAS S.A.,38456921000136,25747,Distribution Services,Programas e Serviços,active
IFCM3F,stock,stock,non_financial,INFRACOMMERCE CXAAS S.A.,38456921000136,25747,Distribution Services,,active
IGTI11,stock,unit,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,Exploração de Imóveis,active
IGTI11F,stock,stock,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,,active
IGTI3,stock,stock,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,Exploração de Imóveis,active
IGTI3F,stock,stock,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,,active
IGTI4,stock,stock,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,,active
IGTI4F,stock,stock,non_financial,IGUATEMI S.A.,60543816000193,8672,Finance,,active
INEP3,stock,stock,non_financial,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,76627504000106,7595,Producer Manufacturing,Máq. e Equip. Industriais,active
INTB3,stock,stock,non_financial,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,82901000000127,25453,Technology Services,Computadores e Equipamentos,active
IRBR3,stock,stock,non_financial,IRB - BRASIL RESSEGUROS S.A.,33376989000191,24180,Finance,Resseguradoras,active
IRBR3F,stock,stock,non_financial,IRB - BRASIL RESSEGUROS S.A.,33376989000191,24180,Finance,,active
ISAE3,stock,stock,non_financial,ISA ENERGIA BRASIL S.A.,02998611000104,18376,Utilities,Energia Elétrica,active
ISAE3F,stock,stock,non_financial,ISA ENERGIA BRASIL S.A.,02998611000104,18376,Utilities,,active
ISAE4,stock,stock,non_financial,ISA ENERGIA BRASIL S.A.,02998611000104,18376,Utilities,Energia Elétrica,active
ISAE4F,stock,stock,non_financial,ISA ENERGIA BRASIL S.A.,02998611000104,18376,Utilities,,active
ITSA3,stock,stock,non_financial,ITAUSA S.A.,61532644000115,7617,Finance,Holdings Diversificadas,active
ITSA3F,stock,stock,non_financial,ITAUSA S.A.,61532644000115,7617,Finance,,active
ITSA4,stock,stock,non_financial,ITAUSA S.A.,61532644000115,7617,Finance,,active
ITSA4F,stock,stock,non_financial,ITAUSA S.A.,61532644000115,7617,Finance,,active
ITUB3,stock,stock,bank,ITAÚ UNIBANCO HOLDING S.A.,60872504000123,19348,Finance,Bancos,active
ITUB4,stock,stock,bank,ITAÚ UNIBANCO HOLDING S.A.,60872504000123,19348,Finance,Bancos Diversificados,active
JALL3,stock,stock,non_financial,JALLES MACHADO S.A.,02635522000195,25496,Process Industries,Açucar e Alcool,active
JALL3F,stock,stock,non_financial,JALLES MACHADO S.A.,02635522000195,25496,Process Industries,,active
JFEN3,stock,stock,non_financial,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,33035536000100,7811,Consumer Durables,Incorporações,active
JHSF3,stock,stock,non_financial,JHSF PARTICIPAÇÕES SA,08294224000165,20605,Finance,Incorporações,active
JOPA3F,stock,stock,non_financial,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,87456562000122,13285,Process Industries,,active
JSLG3,stock,stock,non_financial,JSL S.A.,52548435000179,22020,Transportation,Transporte Rodoviário,active
JSLG3F,stock,stock,non_financial,JSL S.A.,52548435000179,22020,Transportation,,active
KEPL3,stock,stock,non_financial,KEPLER WEBER SA,91983056000169,7870,Producer Manufacturing,Máq. e Equip. Industriais,active
KEPL3F,stock,stock,non_financial,KEPLER WEBER SA,91983056000169,7870,Producer Manufacturing,,active
KLBN11,stock,unit,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,Papel e Celulose,active
KLBN11F,stock,stock,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,,active
KLBN3,stock,stock,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,Papel e Celulose,active
KLBN3F,stock,stock,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,,active
KLBN4,stock,stock,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,,active
KLBN4F,stock,stock,non_financial,KLABIN S.A.,89637490000145,12653,Non-Energy Minerals,,active
LAND3,stock,stock,non_financial,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40337136000106,26000,Finance,Agricultura,active
LAVV3,stock,stock,non_financial,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,26462693000128,25062,Finance,Incorporações,active
LAVV3F,stock,stock,non_financial,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,26462693000128,25062,Finance,,active
LEVE3,stock,stock,non_financial,MAHLE METAL LEVE S.A.,60476884000187,8575,Producer Manufacturing,Automóveis e Motocicletas,active
LEVE3F,stock,stock,non_financial,MAHLE METAL LEVE S.A.,60476884000187,8575,Producer Manufacturing,,active
LIGT3,stock,stock,non_financial,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,03378521000175,19879,Utilities,Energia Elétrica,active
LJQQ3,stock,stock,non_financial,LOJAS QUERO QUERO S.A.,96418264021802,25038,Retail Trade,Produtos Diversos,active
LJQQ3F,stock,stock,non_financial,LOJAS QUERO QUERO S.A.,96418264021802,25038,Retail Trade,,active
LOGG3,stock,stock,non_financial,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,09041168000110,23272,Industrial Services,Exploração de Imóveis,active
LOGN3,stock,stock,non_financial,LOG-IN LOGISTICA INTERMODAL SA,42278291000124,20710,Transportation,Transporte Hidroviário,active
LOGN3F,stock,stock,non_financial,LOG-IN LOGISTICA INTERMODAL SA,42278291000124,20710,Transportation,,active
LPSB3,stock,stock,non_financial,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,08078847000109,20370,Commercial Services,Intermediação Imobiliária,active
LPSB3F,stock,stock,non_financial,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,08078847000109,20370,Commercial Services,,active
LREN3,stock,stock,non_financial,LOJAS RENNER SA,92754738000162,8133,Retail Trade,"Tecidos, Vestuário e Calçados",active
LREN3F,stock,stock,non_financial,LOJAS RENNER SA,92754738000162,8133,Retail Trade,,active
LUPA3,stock,stock,non_financial,LUPATECH S.A.,89463822000112,20060,Producer Manufacturing,Equipamentos e Serviços,active
LUPA3F,stock,stock,non_financial,LUPATECH S.A.,89463822000112,20060,Producer Manufacturing,,active
LUXM4,stock,stock,non_financial,TREVISA  INVESTIMENTOS SA,92660570000126,8192,Transportation,,active
LUXM4F,stock,stock,non_financial,TREVISA  INVESTIMENTOS SA,92660570000126,8192,Transportation,,active
LWSA3,stock,stock,non_financial,LWSA S/A,02351877000152,24910,Technology Services,Programas e Serviços,active
LWSA3F,stock,stock,non_financial,LWSA S/A,02351877000152,24910,Technology Services,,active
MAPT3F,stock,stock,non_financial,CEMEPE INVESTIMENTOS SA,93828986000173,13854,Miscellaneous,,active
MAPT4F,stock,stock,non_financial,CEMEPE INVESTIMENTOS SA,93828986000173,13854,Miscellaneous,,active
MATD3,stock,stock,non_financial,HOSPITAL MATER DEI S.A.,16676520000159,25690,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,active
MATD3F,stock,stock,non_financial,HOSPITAL MATER DEI S.A.,16676520000159,25690,Health Services,,active
MBRF3,stock,stock,non_financial,BRF S.A.,01838723000127,16292,Consumer Non-Durables,Emp. Adm. Part. - Alimentos,active
MDIA3,stock,stock,non_financial,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,07206816000115,20338,Consumer Non-Durables,Alimentos Diversos,active
MDNE3,stock,stock,non_financial,MOURA DUBEUX ENGENHARIA S/A,12049631000184,21067,Finance,Incorporações,active
MDNE3F,stock,stock,non_financial,MOURA DUBEUX ENGENHARIA S/A,12049631000184,21067,Finance,,active
MEAL3,stock,stock,non_financial,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,17314329000120,23574,Consumer Services,Restaurante e Similares,active
MELK3,stock,stock,non_financial,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12181987000177,25119,Industrial Services,Incorporações,active
MELK3F,stock,stock,non_financial,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12181987000177,25119,Industrial Services,,active
MGEL4,stock,stock,non_financial,MANGELS INDUSTRIAL S.A.,61065298000102,8397,Producer Manufacturing,,active
MGEL4F,stock,stock,non_financial,MANGELS INDUSTRIAL S.A.,61065298000102,8397,Producer Manufacturing,,active
MGLU3,stock,stock,non_financial,MAGAZINE LUIZA SA,47960950000121,22470,Retail Trade,Varejo Especializado,active
MGLU3F,stock,stock,non_financial,MAGAZINE LUIZA SA,47960950000121,22470,Retail Trade,,active
MILS3,stock,stock,non_financial,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",27093558000115,22012,Finance,Máq. e Equip. Industriais,active
MILS3F,stock,stock,non_financial,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",27093558000115,22012,Finance,,active
MLAS3,stock,stock,non_financial,GRUPO MULTILASER S.A.,59717553000102,26034,Electronic Technology,Computadores e Equipamentos,active
MNDL3,stock,stock,non_financial,MUNDIAL S.A - PRODUTOS DE CONSUMO,88610191000154,5312,Consumer Non-Durables,Acessórios,active
MNDL3F,stock,stock,non_financial,MUNDIAL S.A - PRODUTOS DE CONSUMO,88610191000154,5312,Consumer Non-Durables,,active
MNPR3,stock,stock,non_financial,MINUPAR PARTICIPACOES SA,90076886000140,13765,Process Industries,Carnes e Derivados,active
MNPR3F,stock,stock,non_financial,MINUPAR PARTICIPACOES SA,90076886000140,13765,Process Industries,,active
MOTV3,stock,stock,non_financial,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,02846056000197,18821,Transportation,Exploração de Rodovias,active
MOTV3F,stock,stock,non_financial,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,02846056000197,18821,Transportation,,active
MOVI3,stock,stock,non_financial,MOVIDA PARTICIPAÇÕES S.A.,21314559000166,23825,Finance,Aluguel de carros,active
MRSA3B,stock,stock,non_financial,MRS LOGÍSTICA S/A,01417222000177,17949,Transportation,Serviços Transporte e Logística,active
MRVE3,stock,stock,non_financial,MRV ENGENHARIA E PARTICIPAÇÕES S/A,08343492000120,20915,Consumer Durables,Incorporações,active
MTRE3,stock,stock,non_financial,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07882930000165,24902,Finance,Incorporações,active
MTRE3F,stock,stock,non_financial,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07882930000165,24902,Finance,,active
MULT3,stock,stock,non_financial,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,07816890000153,20982,Finance,Exploração de Imóveis,active
MULT3F,stock,stock,non_financial,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,07816890000153,20982,Finance,,active
MWET3F,stock,stock,non_financial,WETZEL S.A.,84683671000194,11991,Producer Manufacturing,,active
MWET4,stock,stock,non_financial,WETZEL S.A.,84683671000194,11991,Producer Manufacturing,,active
MWET4F,stock,stock,non_financial,WETZEL S.A.,84683671000194,11991,Producer Manufacturing,,active
MYPK3,stock,stock,non_financial,IOCHPE MAXION SA,61156113000175,11932,Producer Manufacturing,Automóveis e Motocicletas,active
MYPK3F,stock,stock,non_financial,IOCHPE MAXION SA,61156113000175,11932,Producer Manufacturing,,active
NATU3,stock,stock,non_financial,NATURA COSMETICOS SA,71673990000177,19550,Consumer Non-Durables,Produtos de Uso Pessoal,active
NATU3F,stock,stock,non_financial,NATURA COSMETICOS SA,71673990000177,19550,Consumer Non-Durables,,active
NEXP3,stock,stock,non_financial,NEXPE PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,08613550000198,21180,Finance,Intermediação Imobiliária,active
NORD3,stock,stock,non_financial,NORDON INDUSTRIAS METALURGICAS S.A.,60884319000159,9083,Producer Manufacturing,Máq. e Equip. Industriais,active
NORD3F,stock,stock,non_financial,NORDON INDUSTRIAS METALURGICAS S.A.,60884319000159,9083,Producer Manufacturing,,active
NUTR3,stock,stock,non_financial,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,51128999000190,21334,Process Industries,Fertilizantes e Defensivos,active
OBTC3,stock,stock,non_financial,ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,59693110000129,27910,Technology Services,,active
OBTC3F,stock,stock,non_financial,ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,59693110000129,27910,Technology Services,,active
ODER4F,stock,stock,non_financial,CONSERVAS ODERICH SA,97191902000194,4693,Consumer Non-Durables,,active
OFSA3,stock,stock,non_financial,OUROFINO S.A.,20258278000170,23507,Health Technology,Medicamentos e Outros Produtos,active
OFSA3F,stock,stock,non_financial,OUROFINO S.A.,20258278000170,23507,Health Technology,,active
OIBR3,stock,stock,non_financial,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76535764000143,11312,Communications,Telecomunicações,active
ONCO3,stock,stock,non_financial,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,12104241000402,26123,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,active
OPCT3,stock,stock,non_financial,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,09114805000130,25534,Commercial Services,Equipamentos e Serviços,active
ORVR3,stock,stock,non_financial,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,11421994000136,25550,Utilities,Água e Saneamento,active
OSXB3,stock,stock,non_financial,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,09112685000132,21342,Industrial Services,Equipamentos e Serviços,active
PASS3,stock,stock,non_financial,COMPASS GÁS E ENERGIA S.A.,21389501000181,25127,Utilities,Gás,active
PATI3,stock,stock,non_financial,PANATLANTICA SA,92693019000189,94,Producer Manufacturing,Artefatos de Ferro e Aço,active
PATI3F,stock,stock,non_financial,PANATLANTICA SA,92693019000189,94,Producer Manufacturing,,active
PATI4,stock,stock,non_financial,PANATLANTICA SA,92693019000189,94,Producer Manufacturing,,active
PATI4F,stock,stock,non_financial,PANATLANTICA SA,92693019000189,94,Producer Manufacturing,,active
PCAR3,stock,stock,non_financial,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47508411000156,14826,Retail Trade,Alimentos,active
PDGR3,stock,stock,non_financial,PDG REALTY S.A. EMPREEND E PARTICIPACOES,02950811000189,20478,Finance,Incorporações,active
PDGR3F,stock,stock,non_financial,PDG REALTY S.A. EMPREEND E PARTICIPACOES,02950811000189,20478,Finance,,active
PDTC3,stock,stock,non_financial,PADTEC HOLDING S.A.,02365069000144,18414,Electronic Technology,Programas e Serviços,active
PDTC3F,stock,stock,non_financial,PADTEC HOLDING S.A.,02365069000144,18414,Electronic Technology,,active
PEAB3,stock,stock,non_financial,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,01938783000111,18708,Finance,Exploração de Imóveis,active
PETR3,stock,stock,non_financial,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,33000167000101,9512,Energy Minerals,Exploração. Refino e Distribuição,active
PETR4,stock,stock,non_financial,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,33000167000101,9512,Energy Minerals,Petróleo e Gás Integrado,active
PFRM3,stock,stock,non_financial,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45453214000151,20346,Distribution Services,Medicamentos e Outros Produtos,active
PFRM3F,stock,stock,non_financial,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45453214000151,20346,Distribution Services,,active
PGMN3,stock,stock,non_financial,EMPREENDIMENTOS PAGUE MENOS SA,06626253000151,22608,Retail Trade,Medicamentos e Outros Produtos,active
PGMN3F,stock,stock,non_financial,EMPREENDIMENTOS PAGUE MENOS SA,06626253000151,22608,Retail Trade,,active
PINE3,stock,stock,bank,BANCO PINE S/A,62144175000120,20567,Finance,Bancos,active
PLAS3,stock,stock,non_financial,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,51928174000150,13471,Producer Manufacturing,Automóveis e Motocicletas,active
PLPL3,stock,stock,non_financial,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24230275000180,25070,Finance,Incorporações,active
PLPL3F,stock,stock,non_financial,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24230275000180,25070,Finance,,active
PMAM3,stock,stock,non_financial,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60398369000479,9393,Non-Energy Minerals,Artefatos de Cobre,active
PMAM3F,stock,stock,non_financial,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60398369000479,9393,Non-Energy Minerals,,active
PNVL3,stock,stock,non_financial,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,92665611000177,9342,Retail Trade,Medicamentos e Outros Produtos,active
PNVL3F,stock,stock,non_financial,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,92665611000177,9342,Retail Trade,,active
POMO3,stock,stock,non_financial,MARCOPOLO SA,88611835000129,8451,Producer Manufacturing,Material Rodoviário,active
POMO3F,stock,stock,non_financial,MARCOPOLO SA,88611835000129,8451,Producer Manufacturing,,active
POMO4,stock,stock,non_financial,MARCOPOLO SA,88611835000129,8451,Producer Manufacturing,,active
POMO4F,stock,stock,non_financial,MARCOPOLO SA,88611835000129,8451,Producer Manufacturing,,active
POSI3,stock,stock,non_financial,POSITIVO TECNOLOGIA S.A.,81243735000148,20362,Electronic Technology,Computadores e Equipamentos,active
POSI3F,stock,stock,non_financial,POSITIVO TECNOLOGIA S.A.,81243735000148,20362,Electronic Technology,,active
PRIO3,stock,stock,non_financial,PRIO S.A.,10629105000168,22187,Energy Minerals,Exploração e Produção de Petróleo,active
PRIO3F,stock,stock,non_financial,PRIO S.A.,10629105000168,22187,Energy Minerals,,active
PRNR3,stock,stock,non_financial,PRINER SERVIÇOS INDUSTRIAIS S.A.,18593815000197,24236,Industrial Services,Serviços Diversos,active
PRNR3F,stock,stock,non_financial,PRINER SERVIÇOS INDUSTRIAIS S.A.,18593815000197,24236,Industrial Services,,active
PSSA3,stock,stock,non_financial,PORTO SEGURO SA,02149205000169,16659,Finance,Seguradoras,active
PSSA3F,stock,stock,non_financial,PORTO SEGURO SA,02149205000169,16659,Finance,,active
PSVM11F,stock,stock,non_financial,PORTO SUDESTE V.M. S.A.,18494485000182,23523,Transportation,,active
PTBL3,stock,stock,non_financial,PBG S/A,83475913000191,13773,Producer Manufacturing,Produtos para Construção,active
PTBL3F,stock,stock,non_financial,PBG S/A,83475913000191,13773,Producer Manufacturing,,active
QUAL3,stock,stock,non_financial,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11992680000193,22497,Health Services,Serv.Méd.Hospit..Análises e Diagnósticos,active
QUAL3F,stock,stock,non_financial,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11992680000193,22497,Health Services,,active
RADL3,stock,stock,non_financial,RAIA DROGASIL S.A.,61585865000151,5258,Retail Trade,Medicamentos e Outros Produtos,active
RADL3F,stock,stock,non_financial,RAIA DROGASIL S.A.,61585865000151,5258,Retail Trade,,active
RAIL3,stock,stock,non_financial,RUMO S.A.,02387241000160,17450,Transportation,Transporte Ferroviário,active
RAIL3F,stock,stock,non_financial,RUMO S.A.,02387241000160,17450,Transportation,,active
RAIZ4,stock,stock,non_financial,RAÍZEN S.A.,33453598000123,25917,Retail Trade,Açúcar e Álcool,active
RANI3,stock,stock,non_financial,IRANI PAPEL E EMBALAGEM S.A.,92791243000103,2429,Process Industries,Embalagens,active
RANI3F,stock,stock,non_financial,IRANI PAPEL E EMBALAGEM S.A.,92791243000103,2429,Process Industries,,active
RAPT3,stock,stock,non_financial,RANDONCORP S.A.,89086144000116,14109,Producer Manufacturing,Material Rodoviário,active
RAPT3F,stock,stock,non_financial,RANDONCORP S.A.,89086144000116,14109,Producer Manufacturing,,active
RAPT4,stock,stock,non_financial,RANDONCORP S.A.,89086144000116,14109,Producer Manufacturing,,active
RAPT4F,stock,stock,non_financial,RANDONCORP S.A.,89086144000116,14109,Producer Manufacturing,,active
RCSL3,stock,stock,non_financial,RECRUSUL SA,91333666000117,12572,Producer Manufacturing,Material Rodoviário,active
RCSL3F,stock,stock,non_financial,RECRUSUL SA,91333666000117,12572,Producer Manufacturing,,active
RCSL4,stock,stock,non_financial,RECRUSUL SA,91333666000117,12572,Producer Manufacturing,,active
RCSL4F,stock,stock,non_financial,RECRUSUL SA,91333666000117,12572,Producer Manufacturing,,active
RDOR3,stock,stock,non_financial,REDE D'OR SÃO LUIZ S.A.,06047087000139,24821,Health Services,Serviços Médicos Hospitalares,active
RDOR3F,stock,stock,non_financial,REDE D'OR SÃO LUIZ S.A.,06047087000139,24821,Health Services,,active
RECV3,stock,stock,non_financial,PETRORECÔNCAVO S.A.,03342704000130,25780,Energy Minerals,Exploração e Produção de Petróleo,active
RECV3F,stock,stock,non_financial,PETRORECÔNCAVO S.A.,03342704000130,25780,Energy Minerals,,active
REDE3,stock,stock,non_financial,REDE ENERGIA PARTICIPAÇÕES S.A.,61584140000149,3190,Utilities,Energia Elétrica,active
REDE3F,stock,stock,non_financial,REDE ENERGIA PARTICIPAÇÕES S.A.,61584140000149,3190,Utilities,,active
RENT3,stock,stock,non_financial,LOCALIZA RENT A CAR SA,16670085000155,19739,Finance,Aluguel de Carros,active
RENT3F,stock,stock,non_financial,LOCALIZA RENT A CAR SA,16670085000155,19739,Finance,,active
RENT4,stock,stock,non_financial,LOCALIZA RENT A CAR SA,16670085000155,19739,Finance,,active
RENT4F,stock,stock,non_financial,LOCALIZA RENT A CAR SA,16670085000155,19739,Finance,,active
RIAA3,stock,stock,non_financial,GUARARAPES CONFECÇÕES SA,08402943000152,4669,Distribution Services,Têxtil e Vestuário,active
RNEW3,stock,stock,non_financial,RENOVA ENERGIA S.A.,08534605000174,21636,Utilities,Energia Elétrica,active
RNEW3F,stock,stock,non_financial,RENOVA ENERGIA S.A.,08534605000174,21636,Utilities,,active
RNEW4,stock,stock,non_financial,RENOVA ENERGIA S.A.,08534605000174,21636,Utilities,,active
RNEW4F,stock,stock,non_financial,RENOVA ENERGIA S.A.,08534605000174,21636,Utilities,,active
ROMI3,stock,stock,non_financial,ROMI S.A.,56720428000163,7510,Producer Manufacturing,Máquinas e Equipamentos Industriais,active
